Ticker,Company Name,Sector,Industry
A,AGILENT TECHNOLOGIES INC,Healthcare,Medical Diagnostics & Research
A21,Li Auto Inc.,,
AA,Alcoa Corp,Basic Materials,Metals & Mining
AAC_delist,"AAC Holdings, Inc.",Healthcare,Health Care Providers
AAL,American Airlines Group Inc.,Industrials,Airlines
AAMC,Altisource Asset Management Corp,Financial Services,Asset Management
AAME,ATLANTIC AMERICAN CORP,Financial Services,Insurance - Life
AAN,"Aaron's Company, Inc.",Industrials,Consulting & Outsourcing
AAOI,"APPLIED OPTOELECTRONICS, INC.",Technology,Semiconductors
AAON,AAON INC,Industrials,Industrial Products
AAP,ADVANCE AUTO PARTS INC,Consumer Cyclical,Retail - Apparel & Specialty
AAPL,APPLE INC,Technology,Computer Hardware
AAT,"American Assets Trust, Inc.",Real Estate,REITs
AAWW,ATLAS AIR WORLDWIDE HOLDINGS INC,Industrials,Transportation & Logistics
ABAX,ABAXIS INC,Healthcare,Medical Diagnostics & Research
ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers
ABC,AMERISOURCEBERGEN CORP,Healthcare,Medical Distribution
ABCB,Ameris Bancorp,Financial Services,Banks
ABCD,"CAMBIUM LEARNING GROUP, INC.",Consumer Defensive,Education
ABCL,AbCellera Biologics Inc.,Healthcare,Biotechnology
ABEO,ABEONA THERAPEUTICS INC.,,
ABG,ASBURY AUTOMOTIVE GROUP INC,Consumer Cyclical,Autos
ABIO,"ARCA biopharma, Inc.",,
ABM,ABM INDUSTRIES INC /DE/,Industrials,Business Services
ABMC,AMERICAN BIO MEDICA CORP,Healthcare,Biotechnology
ABMD,Abiomed Inc,Healthcare,Medical Devices
ABNB,"Airbnb, Inc.",Consumer Cyclical,Travel & Leisure
ABR,ARBOR REALTY TRUST INC,Real Estate,REITs
ABSI,Absci Corp,Healthcare,Biotechnology
ABT,ABBOTT LABORATORIES,Healthcare,Medical Devices
ABTL,"AutoWeb, Inc.",Technology,Online Media
ABTX,"Allegiance Bancshares, Inc.",Financial Services,Banks
ABUS,Arbutus Biopharma Corp,Healthcare,Biotechnology
AC,"Associated Capital Group, Inc.",Financial Services,"Brokers, Exchanges & Other"
ACA,"Arcosa, Inc.",Industrials,Engineering & Construction
ACAD,Acadia Pharmaceuticals Inc,Healthcare,Biotechnology
ACAN,"AmeriCann, Inc.",Healthcare,Drug Manufacturers
ACAT,ARCTIC CAT INC,Consumer Cyclical,Autos
ACC,American Campus Communities Inc,Real Estate,REITs
ACCO,ACCO BRANDS Corp,Industrials,Industrial Products
ACER,Acer Therapeutics Inc.,Healthcare,Biotechnology
ACET,"Adicet Bio, Inc.",Healthcare,Biotechnology
ACET_delis,ACETO CORP,Healthcare,Drug Manufacturers
ACGL,Arch Capital Group LTD,Financial Services,Insurance - Specialty
ACHC,Acadia Healthcare Company Inc,Healthcare,Health Care Providers
ACI,"Albertsons Companies, Inc.",Consumer Defensive,Retail - Defensive
ACIA,"Acacia Communications, Inc.",Technology,Communication Equipment
ACIW,"ACI WORLDWIDE, INC.",Technology,Application Software
ACLS,AXCELIS TECHNOLOGIES INC,Technology,Semiconductors
ACLX,"Arcellx, Inc.",,
ACM,Aecom Technology Corp,Industrials,Engineering & Construction
ACN,Accenture plc,Business Services,Consulting
ACPW,ACTIVE POWER INC,,
ACRX,ACELRX PHARMACEUTICALS INC,Healthcare,Medical Devices
ACT,"Actavis, Inc.",Healthcare,Biotechnology
ACU,ACME UNITED CORP,Consumer Defensive,Retail - Defensive
ACW,ACCURIDE CORP,Industrials,Truck Manufacturing
ADBE,Adobe Systems,Technology,Application Software
ADES,"Advanced Emissions Solutions, Inc.",Industrials,Industrial Products
ADI,ANALOG DEVICES INC,Technology,Semiconductors
ADIL,"ADIAL PHARMACEUTICALS, INC.",Healthcare,Biotechnology
ADM,ARCHER DANIELS MIDLAND CO,Consumer Defensive,Consumer Packaged Goods
ADMA,"ADMA BIOLOGICS, INC.",Healthcare,Biotechnology
ADNT,Adient plc,Consumer Cyclical,Autos
ADOM,"Envirotech Vehicles, Inc.",Consumer Cyclical,Autos
ADP,AUTOMATIC DATA PROCESSING INC,Industrials,Business Services
ADPT,Adaptive Biotechnologies Corp,Healthcare,Biotechnology
ADPT_delis,Adeptus Health Inc.,Healthcare,Biotechnology
ADS,ALLIANCE DATA SYSTEMS CORP,Financial Services,Credit Services
ADSK,AUTODESK INC,Technology,Application Software
ADT,ADT Inc.,Technology,Computer Hardware
ADTM,"Adaptive Medias, Inc.",,
ADTN,ADTRAN INC,Technology,Communication Equipment
ADUS,Addus HomeCare Corp,Healthcare,Health Care Providers
ADV,Advantage Solutions Inc.,Business Services,Other
ADVM,"Adverum Biotechnologies, Inc.",Healthcare,Biotechnology
ADXS,"Advaxis, Inc.",Healthcare,Biotechnology
AE,"ADAMS RESOURCES & ENERGY, INC.",Energy,Oil & Gas - Integrated
AEE,AMEREN CORP,Utilities,Utilities - Regulated
AEHR,AEHR TEST SYSTEMS,Technology,Semiconductors
AEIS,ADVANCED ENERGY INDUSTRIES INC,Technology,Computer Hardware
AEO,AMERICAN EAGLE OUTFITTERS INC,Consumer Cyclical,Retail - Apparel & Specialty
AEP,AMERICAN ELECTRIC POWER CO INC,Utilities,Utilities - Regulated
AEPI,AEP INDUSTRIES INC,Consumer Cyclical,Packaging & Containers
AES,AES CORP,Utilities,Utilities - Regulated
AET,AETNA INC /PA/,Healthcare,Health Care Plans
AFG,AMERICAN FINANCIAL GROUP INC,Financial Services,Insurance - Property & Casualty
AFI,"Armstrong Flooring, Inc.",Basic Materials,Building Materials
AFL,AFLAC INC,Financial Services,Insurance - Life
AFRM,"Affirm Holdings, Inc.",Financial Services,"Brokers, Exchanges & Other"
AFSI,"Amtrust Financial Services, Inc.",Financial Services,Insurance - Property & Casualty
AGCO,AGCO CORP /DE,Industrials,Farm & Construction Machinery
AGHI,"Agora Holdings, Inc.",,
AGI,"Affinion Group, Inc.",Basic Materials,Metals & Mining
AGIO,AGIOS PHARMACEUTICALS INC,Healthcare,Biotechnology
AGLE,"Aeglea BioTherapeutics, Inc.",Healthcare,Biotechnology
AGN,Allergan plc,Healthcare,Drug Manufacturers
AGNC,American Capital Agency Corp,Real Estate,REITs
AGN_old,Allergan Inc.,Healthcare,Drug Manufacturers
AGO,ASSURED GUARANTY LTD,Financial Services,Insurance - Specialty
AGR,"Avangrid, Inc.",Utilities,Utilities - Regulated
AGS,"PlayAGS, Inc.",Consumer Cyclical,Travel & Leisure
AGX,ARGAN INC,Industrials,Engineering & Construction
AGYS,AGILYSYS INC,Technology,Application Software
AH,R1 RCM INC.,,
AHFD,"Active Health Foods, Inc.",,
AHH,"Armada Hoffler Properties, Inc.",,
AHL,ASPEN INSURANCE HOLDINGS LTD,Financial Services,Insurance - Specialty
AHPI,ALLIED HEALTHCARE PRODUCTS INC,Healthcare,Medical Devices
AI,"C3.ai, Inc.",Technology,Application Software
AIG,AMERICAN INTERNATIONAL GROUP INC,Financial Services,Insurance
AIMC,Altra Industrial Motion Corp.,Industrials,Industrial Products
AINC,Ashford Inc.,Financial Services,Asset Management
AIR,AAR CORP,Industrials,Aerospace & Defense
AIRC,Apartment Income REIT Corp.,,
AIRI,AIR INDUSTRIES GROUP,Industrials,Aerospace & Defense
AIT,APPLIED INDUSTRIAL TECHNOLOGIES INC,Industrials,Industrial Distribution
AIV,APARTMENT INVESTMENT & MANAGEMENT CO,Real Estate,REITs
AIZ,ASSURANT INC,Financial Services,Insurance
AJBI,"AMI JAMES BRANDS, INC.",,
AJG,GALLAGHER ARTHUR J & CO,Financial Services,"Brokers, Exchanges & Other"
AJRD,"AEROJET ROCKETDYNE HOLDINGS, INC.",Industrials,Aerospace & Defense
AJX,Great Ajax Corp.,Real Estate,REITs
AKAM,AKAMAI TECHNOLOGIES INC,Technology,Application Software
AKR,ACADIA REALTY TRUST,Real Estate,REITs
AKRX,AKORN INC,Healthcare,Drug Manufacturers
AKS,AK STEEL HOLDING CORP,Basic Materials,Steel
AKYA,"Akoya Biosciences, Inc.",Healthcare,Biotechnology
AL,AIR LEASE CORP,Industrials,Consulting & Outsourcing
ALB,ALBEMARLE CORP,Basic Materials,Chemicals
ALCO,ALICO INC,Consumer Defensive,Consumer Packaged Goods
ALE,Allete Inc,Utilities,Utilities - Regulated
ALEX,"Alexander & Baldwin, Inc.",Real Estate,REITs
ALG,ALAMO GROUP INC,Industrials,Farm & Construction Machinery
ALGN,Align Technology Inc,Healthcare,Medical Devices
ALGT,Allegiant Travel CO,Industrials,Airlines
ALJ,"Alon USA Energy, Inc.",Energy,Oil & Gas - Refining & Marketing
ALJJ,ALJ REGIONAL HOLDINGS INC,Industrials,Business Services
ALK,"ALASKA AIR GROUP, INC.",Industrials,Airlines
ALKS,Alkermes PLC,Healthcare,Biotechnology
ALL,ALLSTATE CORP,Financial Services,Insurance - Property & Casualty
ALLE,Allegion plc,Industrials,Consulting & Outsourcing
ALLY,Ally Financial Inc.,Financial Services,Banks
ALNY,"ALNYLAM PHARMACEUTICALS, INC.",Healthcare,Biotechnology
ALOT,"AstroNova, Inc.",Industrials,Industrial Products
ALPN,"ALPINE IMMUNE SCIENCES, INC.",Healthcare,Biotechnology
ALR,ALERE INC.,Healthcare,Medical Diagnostics & Research
ALRM,"Alarm.com Holdings, Inc.",Technology,Application Software
ALRN,AILERON THERAPEUTICS INC,Healthcare,Biotechnology
ALSK,ALASKA COMMUNICATIONS SYSTEMS GROUP INC,Business Services,Communication Services
ALSN,Allison Transmission Holdings Inc,Consumer Cyclical,Autos
ALT,"Altimmune, Inc.",Healthcare,Biotechnology
ALTA,Altabancorp,Financial Services,Banks
ALTM,Altus Midstream Co,Energy,Oil & Gas - Midstream
ALTMS,"Alta Mesa Holdings, LP",,
ALTR,Altair Engineering Inc.,Technology,Application Software
ALTR_delis,Altera Corp.,Technology,Semiconductors
ALV,AUTOLIV INC,Consumer Cyclical,Autos
ALX,ALEXANDERS INC,Real Estate,REITs
ALXN,ALEXION PHARMACEUTICALS INC,Healthcare,Biotechnology
AMAT,APPLIED MATERIALS INC /DE,Technology,Semiconductors
AMBA,AMBARELLA INC,Technology,Semiconductors
AMC,"AMC ENTERTAINMENT HOLDINGS, INC.",Consumer Cyclical,Entertainment
AMCX,Amc Networks Inc,Consumer Cyclical,Entertainment
AMD,ADVANCED MICRO DEVICES INC,Technology,Semiconductors
AME,AMETEK INC/,Industrials,Industrial Products
AMED,AMEDISYS INC,Healthcare,Health Care Providers
AMG,"AFFILIATED MANAGERS GROUP, INC.",Financial Services,Asset Management
AMGN,AMGEN INC,Healthcare,Biotechnology
AMH,American Homes 4 Rent,Real Estate,REITs
AMKR,"AMKOR TECHNOLOGY, INC.",Technology,Semiconductors
AMN,AMN HEALTHCARE SERVICES INC,Industrials,Employment Services
AMOT,ALLIED MOTION TECHNOLOGIES INC,Technology,Computer Hardware
AMP,AMERIPRISE FINANCIAL INC,Financial Services,Asset Management
AMPL,"Amplitude, Inc.",Technology,Application Software
AMRK,"A-Mark Precious Metals, Inc.",Financial Services,"Brokers, Exchanges & Other"
AMRS,"AMYRIS, INC.",Basic Materials,Chemicals
AMRU,AMARU INC,,
AMSC,AMERICAN SUPERCONDUCTOR CORP /DE/,Technology,Computer Hardware
AMSWA,AMERICAN SOFTWARE INC,Technology,Application Software
AMT,AMERICAN TOWER CORP /MA/,Business Services,Communication Services
AMTD,TD AMERITRADE HOLDING CORP,Financial Services,"Brokers, Exchanges & Other"
AMWD,AMERICAN WOODMARK CORP,Consumer Cyclical,Manufacturing - Apparel & Furniture
AMZN,AMAZON COM INC,Consumer Cyclical,Retail - Apparel & Specialty
AN,"AUTONATION, INC.",Consumer Cyclical,Autos
ANDE,"Andersons, Inc.",Consumer Defensive,Retail - Defensive
ANDV,Andeavor,Energy,Oil & Gas - Refining & Marketing
ANDX,ANDEAVOR LOGISTICS LP,Energy,Oil & Gas - Midstream
ANET,"Arista Networks, Inc.",Technology,Computer Hardware
ANF,ABERCROMBIE & FITCH CO /DE/,Consumer Cyclical,Retail - Apparel & Specialty
ANGI,ANGI Homeservices Inc.,Technology,Online Media
ANIK,"Anika Therapeutics, Inc.",Healthcare,Biotechnology
ANSS,ANSYS INC,Technology,Application Software
ANTM,Anthem Inc.,Healthcare,Health Care Plans
ANVS,"Annovis Bio, Inc.",Healthcare,Biotechnology
ANY,Sphere 3D Corp,Technology,Application Software
AON,Aon plc,Financial Services,"Brokers, Exchanges & Other"
AOS,Smith A O Corp,Industrials,Industrial Products
AOSL,ALPHA & OMEGA SEMICONDUCTOR Ltd,Technology,Semiconductors
AP,AMPCO PITTSBURGH CORP,Industrials,Industrial Products
APA,APACHE CORP,Energy,Oil & Gas - E&P
APAM,Artisan Partners Asset Management Inc.,Financial Services,Asset Management
APC,ANADARKO PETROLEUM CORP,Energy,Oil & Gas - E&P
APD,AIR PRODUCTS & CHEMICALS INC /DE/,Basic Materials,Chemicals
APEI,AMERICAN PUBLIC EDUCATION INC,Consumer Defensive,Education
APH,AMPHENOL CORP /DE/,Technology,Computer Hardware
APIC,Apigee Corp,Technology,Application Software
APO,Apollo Global Management LLC,Financial Services,Asset Management
APOG,"APOGEE ENTERPRISES, INC.",Basic Materials,Building Materials
APPF,APPFOLIO INC,Technology,Application Software
APPS,"Digital Turbine, Inc.",Technology,Application Software
APRE,"Aprea Therapeutics, Inc.",Healthcare,Biotechnology
APRN,"Blue Apron Holdings, Inc.",Consumer Cyclical,Retail - Apparel & Specialty
APTI,Apptio Inc,Technology,Application Software
APTV,Aptiv PLC,Consumer Cyclical,Autos
APU,AMERIGAS PARTNERS LP,Utilities,Utilities - Regulated
APVO,Aptevo Therapeutics Inc.,Healthcare,Biotechnology
APY,ChampionX Corp,Industrials,Engineering & Construction
AR,ANTERO RESOURCES Corp,Energy,Oil & Gas - E&P
ARA,"American Renal Associates Holdings, Inc.",Healthcare,Medical Diagnostics & Research
ARAY,ACCURAY INC,Healthcare,Medical Devices
ARCB,ARCBEST CORP /DE/,Industrials,Transportation & Logistics
ARCH,ARCH COAL INC,Basic Materials,Metals & Mining
ARCW,"ARC Group Worldwide, Inc.",Industrials,Industrial Products
ARE,Alexandria Real Estate Equities Inc,Real Estate,REITs
AREX,Approach Resources Inc,Energy,Oil & Gas - E&P
ARG,"Airgas, Inc.",Basic Materials,Chemicals
ARI,"Apollo Commercial Real Estate Finance, Inc.",Real Estate,REITs
ARKR,ARK RESTAURANTS CORP,Consumer Cyclical,Restaurants
ARLO,"Arlo Technologies, Inc.",Technology,Communication Equipment
ARLP,ALLIANCE RESOURCE PARTNERS LP,Basic Materials,Coal
ARMK,Aramark,Consumer Cyclical,Restaurants
ARMK_old,"Aramark Services, Inc.",Consumer Cyclical,Restaurants
ARNA,ARENA PHARMACEUTICALS INC,Healthcare,Biotechnology
ARNC,Arconic Corp,Industrials,Industrial Products
ARO,AEROPOSTALE INC,Consumer Cyclical,Retail - Apparel & Specialty
AROC,"Archrock, Inc.",Energy,Oil & Gas - Services
ARQL,ARQULE INC,Healthcare,Biotechnology
ARRS,Arris Group Inc,Technology,Communication Equipment
ARRY,ARRAY BIOPHARMA INC,Healthcare,Biotechnology
ARTEC,"Artec Global Media, Inc.",,
ARTX,AROTECH CORP,Industrials,Industrial Products
ARVN,"ARVINAS, INC.",Healthcare,Biotechnology
ARW,Arrow Electronics Inc,Technology,Computer Hardware
ARWR,"ARROWHEAD PHARMACEUTICALS, INC.",Healthcare,Biotechnology
ASAN,"Asana, Inc.",Technology,Application Software
ASB,ASSOCIATED BANC-CORP,,
ASCMA,"Ascent Capital Group, Inc.",Industrials,Consulting & Outsourcing
ASGN,ASGN Inc,Business Services,HR & Staffing
ASH,Ashland Global Holdings Inc.,Basic Materials,Chemicals
ASNA,"Ascena Retail Group, Inc.",Consumer Cyclical,Retail - Apparel & Specialty
ASO,"Academy Sports & Outdoors, Inc.",Consumer Cyclical,Retail - Apparel & Specialty
ASPN,ASPEN AEROGELS INC,Basic Materials,Building Materials
ASPU,"ASPEN GROUP, INC.",Consumer Defensive,Education
ASTC,ASTROTECH Corp,Industrials,Aerospace & Defense
ASYS,AMTECH SYSTEMS INC,Technology,Semiconductors
ATHN_delis,ATHENAHEALTH INC,Technology,Application Software
ATI,Allegheny Technologies Inc.,Industrials,Industrial Products
ATKR,Atkore International Group Inc.,Industrials,Industrial Products
ATNX,"Athenex, Inc.",Healthcare,Biotechnology
ATO,Atmos Energy Corp,Utilities,Utilities - Regulated
ATOM,Atomera Inc,Industrials,Engineering & Construction
ATR,Aptargroup Inc,Consumer Cyclical,Packaging & Containers
ATRO,ASTRONICS CORP,Industrials,Aerospace & Defense
ATUS,"Altice USA, Inc.",Consumer Cyclical,Entertainment
ATVI,Activision Blizzard,Technology,Application Software
ATW,ATWOOD OCEANICS INC,Energy,Oil & Gas - Drilling
AUDH,AURORA DIAGNOSTICS HOLDINGS LLC,,
AUGX,"Augmedix, Inc.",Healthcare,Medical Instruments & Equipment
AVA,AVISTA CORP,Utilities,Utilities - Regulated
AVAV,AeroVironment Inc,Industrials,Aerospace & Defense
AVB,AVALONBAY COMMUNITIES INC,Real Estate,REITs
AVD,AMERICAN VANGUARD CORP,,
AVEO,AVEO PHARMACEUTICALS INC,Healthcare,Biotechnology
AVGO,Broadcom Inc.,Technology,Semiconductors
AVGO_old,Avago Technologies,Technology,Semiconductors
AVGR,Avinger Inc,Healthcare,Medical Devices
AVLR,"AVALARA, INC.",Technology,Application Software
AVNS,"Avanos Medical, Inc.",Healthcare,Medical Instruments & Equipment
AVNT,AVIENT CORP,Basic Materials,Building Materials
AVNW,"AVIAT NETWORKS, INC.",Technology,Communication Equipment
AVO,"Mission Produce, Inc.",,
AVP,AVON PRODUCTS INC,Consumer Defensive,Consumer Packaged Goods
AVT,AVNET INC,Technology,Computer Hardware
AVTR,"Avantor, Inc.",Industrials,Industrial Products
AVXL,ANAVEX LIFE SCIENCES CORP.,Healthcare,Biotechnology
AVY,Avery Dennison Corp,Industrials,Industrial Products
AVYA,Avaya Holdings Corp.,Technology,Communication Equipment
AWI,ARMSTRONG WORLD INDUSTRIES INC,Basic Materials,Building Materials
AWK,"American Water Works Company, Inc.",Utilities,Utilities - Regulated
AWRE,AWARE INC /MA/,Technology,Application Software
AWX,AVALON HOLDINGS CORP,Industrials,Waste Management
AXAS,ABRAXAS PETROLEUM CORP,,
AXDX,"Accelerate Diagnostics, Inc",,
AXGN,"AxoGen, Inc.",Healthcare,Medical Devices
AXL,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,Industrials,Engineering & Construction
AXN,"AOXING PHARMACEUTICAL COMPANY, INC.",Healthcare,Drug Manufacturers
AXON,"AXON ENTERPRISE, INC.",Industrials,Aerospace & Defense
AXP,AMERICAN EXPRESS CO,Financial Services,Credit Services
AXS,AXIS CAPITAL HOLDINGS LTD,Financial Services,Insurance
AXTA,Axalta Coating Systems Ltd.,Basic Materials,Chemicals
AXTI,AXT INC,Technology,Semiconductors
AY,Atlantica Sustainable Infrastructure plc,Energy,Alternative Energy Sources & Other
AYI,ACUITY BRANDS INC,Industrials,Industrial Products
AYX,"Alteryx, Inc.",Technology,Application Software
AZEK,AZEK Co Inc.,Industrials,Engineering & Construction
AZO,AUTOZONE INC,Consumer Cyclical,Retail - Apparel & Specialty
AZPN,Aspen Technology Inc,Technology,Application Software
AZZ,AZZ INC,Industrials,Industrial Products
BA,BOEING CO,Industrials,Aerospace & Defense
BABL,Buildablock Corp.,,
BAC,BANK OF AMERICA CORP /DE/,Financial Services,Banks
BAH,Booz Allen Hamilton Holding Corp,Industrials,Business Services
BATL,BATTALION OIL CORP,Energy,Oil & Gas - E&P
BAX,BAXTER INTERNATIONAL INC,Healthcare,Medical Instruments & Equipment
BB,BLACKBERRY Ltd,Technology,Communication Equipment
BBBI,Birmingham Bloomfield Bancshares,,
BBBY,BED BATH & BEYOND INC,Consumer Cyclical,Retail - Apparel & Specialty
BBGI,BEASLEY BROADCAST GROUP INC,Consumer Cyclical,Entertainment
BBRG,"Bravo Brio Restaurant Group, Inc.",Consumer Cyclical,Restaurants
BBSI,BARRETT BUSINESS SERVICES INC,Industrials,Employment Services
BBWI,"Bath & Body Works, Inc.",Consumer Cyclical,Retail - Apparel & Specialty
BBY,BEST BUY CO INC,Consumer Cyclical,Retail - Apparel & Specialty
BC,BRUNSWICK CORP,Consumer Cyclical,Travel & Leisure
BCEI,"Bonanza Creek Energy, Inc.",Energy,Oil & Gas - E&P
BCLR,"BARCLAY ROAD, INC.",,
BCO,BRINKS CO,Industrials,Consulting & Outsourcing
BCOR,"BLUCORA, INC.",Financial Services,Asset Management
BCPC,BALCHEM CORP,Basic Materials,Chemicals
BCR,BARD C R INC /NJ/,Healthcare,Medical Instruments & Equipment
BCSI,BLUE COAT SYSTEMS INC,,
BDC,BELDEN INC.,Industrials,Industrial Products
BDN,BRANDYWINE REALTY TRUST,,
BDSX,BIODESIX INC,Healthcare,Biotechnology
BDX,BECTON DICKINSON & CO,Healthcare,Medical Instruments & Equipment
BE,Bloom Energy Corp,Energy,Alternative Energy Sources & Other
BEAM,Beam Therapeutics Inc.,Healthcare,Biotechnology
BEBE,"bebe stores, inc.",,
BEN,Franklin Resources,Financial Services,Asset Management
BEP,Brookfield Renewable Partners L.P.,,
BERK,BERKSHIRE BANCORP INC /DE/,,
BERY,BERRY GLOBAL GROUP INC,Consumer Cyclical,Packaging & Containers
BF-A,BROWN FORMAN CORP,Consumer Defensive,Beverages - Alcoholic
BFAM,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,Consumer Cyclical,Personal Services
BFLD,BROADCAST LIVE DIGITAL CORP.,,
BFLY,"Butterfly Network, Inc.",Healthcare,Medical Devices
BFS,SAUL CENTERS INC,Real Estate,REITs
BG,Bunge LTD,Consumer Defensive,Consumer Packaged Goods
BGCP,"BGC Partners, Inc.",Financial Services,"Brokers, Exchanges & Other"
BGFV,BIG 5 SPORTING GOODS Corp,Consumer Cyclical,Retail - Apparel & Specialty
BGG,BRIGGS & STRATTON CORP,Industrials,Industrial Products
BGNE,"BeiGene, Ltd.",Healthcare,Biotechnology
BGS,"B&G Foods, Inc.",Consumer Defensive,Consumer Packaged Goods
BGSF,"BG Staffing, Inc.",Industrials,Employment Services
BH,Biglari Holdings Inc.,Other,Diversified Holdings
BHC,Bausch Health Companies Inc.,Healthcare,Drug Manufacturers
BHE,BENCHMARK ELECTRONICS INC,Technology,Computer Hardware
BHF,"Brighthouse Financial, Inc.",Financial Services,Insurance - Life
BHI,BAKER HUGHES Holdings LLC,Energy,Oil & Gas - Services
BHIL,"Benson Hill, Inc.",Basic Materials,Agriculture
BHLB,BERKSHIRE HILLS BANCORP INC,,
BHR,Braemar Hotels & Resorts Inc.,Real Estate,REITs
BID,SOTHEBYS,Consumer Cyclical,Retail - Apparel & Specialty
BIG,BIG LOTS INC,Consumer Defensive,Retail - Defensive
BIIB,BIOGEN INC.,Healthcare,Biotechnology
BIO,BIO RAD LABORATORIES INC,Healthcare,Medical Diagnostics & Research
BJ,"BJ's Wholesale Club Holdings, Inc.",Consumer Defensive,Retail - Defensive
BJRI,BJs RESTAURANTS INC,Consumer Cyclical,Restaurants
BK,Bank of New York Mellon Corp,Financial Services,Asset Management
BKD,Brookdale Senior Living Inc.,Healthcare,Health Care Providers
BKE,BUCKLE INC,Consumer Cyclical,Retail - Apparel & Specialty
BKH,BLACK HILLS POWER INC,Utilities,Utilities - Regulated
BKI,"Black Knight, Inc.",Technology,Application Software
BKNG,Booking Holdings Inc.,Consumer Cyclical,Travel & Leisure
BKR,Baker Hughes Company,Energy,Oil & Gas - Services
BKS,BARNES & NOBLE INC,Consumer Cyclical,Retail - Apparel & Specialty
BKTI,BK Technologies,Technology,Communication Equipment
BKU,"BankUnited, Inc.",Financial Services,Banks
BL,"BLACKLINE, INC.",Technology,Application Software
BLCM,"BELLICUM PHARMACEUTICALS, INC",Healthcare,Biotechnology
BLD,TopBuild Corp,Basic Materials,Building Materials
BLDR,"Builders FirstSource, Inc.",Basic Materials,Building Materials
BLFS,BIOLIFE SOLUTIONS INC,Healthcare,Medical Instruments & Equipment
BLI,"Berkeley Lights, Inc.",Healthcare,Biotechnology
BLK,"BlackRock, Inc.",Financial Services,Asset Management
BLKB,Blackbaud Inc,Technology,Application Software
BLL,BALL CORP,Consumer Cyclical,Packaging & Containers
BLOX,INFOBLOX INC,Technology,Communication Equipment
BLUD,IMMUCOR INC,,
BLUE,"bluebird bio, Inc.",Healthcare,Biotechnology
BMBL,Bumble Inc.,Consumer Cyclical,Travel & Leisure
BMI,BADGER METER INC,Technology,Computer Hardware
BMRA,BIOMERICA INC,Healthcare,Medical Instruments & Equipment
BMRN,BIOMARIN PHARMACEUTICAL INC,Healthcare,Biotechnology
BMS,BEMIS CO INC,Consumer Cyclical,Packaging & Containers
BMY,BRISTOL MYERS SQUIBB CO,Healthcare,Drug Manufacturers
BNCL,Beneficial Bancorp Inc.,Financial Services,Banks
BNED,"Barnes & Noble Education, Inc.",Consumer Cyclical,Retail - Apparel & Specialty
BNFT,"Benefitfocus, Inc.",Technology,Online Media
BNGO,"Bionano Genomics, Inc",Healthcare,Biotechnology
BOH,BANK OF HAWAII CORP,Financial Services,Banks
BOJA,"Bojangles', Inc.",Consumer Cyclical,Restaurants
BOKF,BOK FINANCIAL CORP ET AL,Financial Services,Banks
BOMN,BOSTON OMAHA Corp,Industrials,Conglomerates
BONT,BON TON STORES INC,Consumer Cyclical,Retail - Apparel & Specialty
BOOM,DMC Global Inc.,Energy,Oil & Gas - Services
BOOT,"Boot Barn Holdings, Inc.",Consumer Cyclical,Retail - Apparel & Specialty
BOX,BOX INC,Technology,Application Software
BOXL,Boxlight Corp,Technology,Application Software
BPL,"BUCKEYE PARTNERS, L.P.",Energy,Oil & Gas - Midstream
BPMC,Blueprint Medicines Corp,Healthcare,Biotechnology
BPMP,BP Midstream Partners LP,Energy,Oil & Gas - Midstream
BPOP,POPULAR INC,Financial Services,Banks
BR,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",Industrials,Business Services
BRBR,"BELLRING BRANDS, INC.",Consumer Defensive,Consumer Packaged Goods
BRC,BRADY CORP,Industrials,Consulting & Outsourcing
BRCD,BROCADE COMMUNICATIONS SYSTEMS INC,Technology,Computer Hardware
BRCM,BROADCOM CORP,Technology,Semiconductors
BREW,"CRAFT BREW ALLIANCE, INC.",Consumer Defensive,Beverages - Alcoholic
BRID,BRIDGFORD FOODS CORP,Consumer Defensive,Consumer Packaged Goods
BRK-A,BERKSHIRE HATHAWAY INC,Other,Diversified Holdings
BRKR,BRUKER CORP,Healthcare,Medical Diagnostics & Research
BRKS,BROOKS AUTOMATION INC,Technology,Semiconductors
BRMK,Broadmark Realty Capital Inc.,Real Estate,REITs
BRO,BROWN & BROWN INC,Financial Services,"Brokers, Exchanges & Other"
BROS,Dutch Bros Inc.,Consumer Cyclical,Restaurants
BRRE,BLUE RIDGE REAL ESTATE CO,Real Estate,Real Estate Services
BRS,Bristow Group Inc,Energy,Oil & Gas - Services
BRSP,"BrightSpire Capital, Inc.",,
BRSS,"GLOBAL BRASS & COPPER HOLDINGS, INC.",Industrials,Industrial Products
BRX,Brixmor Property Group Inc.,Real Estate,REITs
BRY,"Berry Petroleum Company, LLC",,
BSET,BASSETT FURNITURE INDUSTRIES INC,Consumer Cyclical,Manufacturing - Apparel & Furniture
BSIG,BrightSphere Investment Group Inc.,,
BSM,"Black Stone Minerals, L.P.",,
BSPM,"Biostar Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers
BSQR,BSQUARE CORP /WA,Technology,Application Software
BSTC,BIOSPECIFICS TECHNOLOGIES CORP,Healthcare,Biotechnology
